,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume
,DLF.NS,HDFCBANK.NS,INFY.NS,ITC.NS,M&M.NS,SUNPHARMA.NS,TATASTEEL.NS,DLF.NS,HDFCBANK.NS,INFY.NS,ITC.NS,M&M.NS,SUNPHARMA.NS,TATASTEEL.NS,DLF.NS,HDFCBANK.NS,INFY.NS,ITC.NS,M&M.NS,SUNPHARMA.NS,TATASTEEL.NS,DLF.NS,HDFCBANK.NS,INFY.NS,ITC.NS,M&M.NS,SUNPHARMA.NS,TATASTEEL.NS,DLF.NS,HDFCBANK.NS,INFY.NS,ITC.NS,M&M.NS,SUNPHARMA.NS,TATASTEEL.NS,DLF.NS,HDFCBANK.NS,INFY.NS,ITC.NS,M&M.NS,SUNPHARMA.NS,TATASTEEL.NS
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,169.9650421142578,1023.6452026367188,574.7225341796875,233.4275360107422,764.7000122070312,409.890869140625,44.48103332519531,177.5500030517578,1060.8499755859375,658.9500122070312,281.6499938964844,803.8499755859375,430.5,52.10499954223633,179.9499969482422,1068.5,662.0,283.8500061035156,810.0,432.29998779296875,52.5,176.35000610351562,1058.3499755859375,655.7999877929688,281.1000061035156,801.2000122070312,425.5,51.619998931884766,178.6999969482422,1068.5,660.0,282.79998779296875,808.9000244140625,428.1000061035156,52.0,4653719,2933264,3373319,5452405,2232551,6368707,79658120
2019-01-01,172.59754943847656,1036.3824462890625,580.0429077148438,234.2977752685547,735.6854858398438,412.79486083984375,44.02857971191406,180.3000030517578,1074.050048828125,665.0499877929688,282.70001220703125,773.3499755859375,433.54998779296875,51.57500076293945,182.14999389648438,1075.5,666.2999877929688,283.54998779296875,805.8499755859375,438.79998779296875,52.45000076293945,177.0,1052.800048828125,654.1500244140625,279.79998779296875,771.2999877929688,429.6499938964844,51.35499954223633,177.10000610351562,1063.824951171875,660.9500122070312,282.20001220703125,805.0,432.5,52.400001525878906,6246700,3186720,2943390,2490548,3442903,8487116,41281730
2019-01-02,165.7051544189453,1026.9261474609375,583.5316162109375,232.5573272705078,705.5769653320312,418.98370361328125,42.14194869995117,173.10000610351562,1064.25,669.0499877929688,280.6000061035156,741.7000122070312,440.04998779296875,49.3650016784668,179.89999389648438,1073.75,674.0,283.25,772.7999877929688,441.20001220703125,50.68000030517578,172.25,1059.8499755859375,662.0499877929688,277.54998779296875,735.0999755859375,429.25,49.20000076293945,179.89999389648438,1071.4000244140625,666.0,282.25,772.7999877929688,430.5,50.599998474121094,6604177,4067116,7416655,9934187,10596260,9656878,117473500
2019-01-03,165.08290100097656,1018.8687744140625,583.618896484375,231.10691833496094,683.3165893554688,415.2228698730469,41.08338165283203,172.4499969482422,1055.9000244140625,669.1500244140625,278.8500061035156,718.2999877929688,436.1000061035156,48.125,174.9499969482422,1064.125,677.0,282.45001220703125,744.8499755859375,443.6000061035156,49.314998626708984,171.14999389648438,1051.5,663.0999755859375,277.75,716.2000122070312,434.0,48.025001525878906,173.10000610351562,1062.0999755859375,672.0,280.6000061035156,743.4000244140625,442.04998779296875,49.29999923706055,5873745,6385832,6827249,6114946,11084172,9479511,135329440
2019-01-04,167.6675567626953,1021.5946655273438,576.5541381835938,232.84739685058594,690.2610473632812,413.0329284667969,41.62974166870117,175.14999389648438,1058.7249755859375,661.0499877929688,280.95001220703125,725.5999755859375,433.79998779296875,48.76499938964844,175.8000030517578,1064.25,673.9000244140625,282.95001220703125,728.2999877929688,439.8999938964844,49.28499984741211,170.64999389648438,1055.175048828125,651.0,279.1499938964844,712.5,432.20001220703125,47.95500183105469,173.0500030517578,1057.625,671.75,279.1499938964844,720.0,439.1000061035156,48.099998474121094,5556175,3643560,7889310,7805148,5919404,6228693,104800720
2019-01-07,172.11891174316406,1023.1386108398438,585.8428955078125,233.4275360107422,694.0186767578125,410.1765441894531,41.446197509765625,179.8000030517578,1060.324951171875,671.7000122070312,281.6499938964844,729.5499877929688,430.79998779296875,48.54999923706055,184.0,1067.675048828125,673.5999755859375,285.25,735.9000244140625,438.0,50.099998474121094,177.10000610351562,1059.0,661.5,281.0,723.5499877929688,429.29998779296875,48.38999938964844,178.0,1063.8499755859375,665.0,284.29998779296875,734.5499877929688,437.1000061035156,49.540000915527344,10127291,2693506,8046340,9757529,2792255,4118235,84067870
2019-01-08,173.74627685546875,1014.6231079101562,584.4037475585938,235.58236694335938,688.168212890625,426.6007080078125,41.94559860229492,181.5,1051.5,670.0499877929688,284.25,723.4000244140625,448.04998779296875,49.1349983215332,182.8000030517578,1061.75,677.4500122070312,285.5,733.2000122070312,449.0,49.334999084472656,178.5500030517578,1048.324951171875,668.5499877929688,281.3500061035156,717.5,432.3500061035156,48.380001068115234,179.8000030517578,1061.0,674.9500122070312,282.0,720.0,433.79998779296875,48.564998626708984,4704040,4171730,8621545,7480522,4764487,12368631,62697060
2019-01-09,174.32066345214844,1021.2811889648438,589.6804809570312,240.67941284179688,690.927001953125,427.2672119140625,40.90837097167969,182.10000610351562,1058.4000244140625,676.0999755859375,290.3999938964844,726.2999877929688,448.75,47.91999816894531,184.6999969482422,1060.675048828125,689.7999877929688,291.70001220703125,729.9500122070312,453.6499938964844,49.72999954223633,178.10000610351562,1051.300048828125,664.0,284.6000061035156,720.1500244140625,443.70001220703125,47.525001525878906,182.25,1059.0,686.2000122070312,285.6000061035156,729.0,450.5,48.89500045776367,5570072,4284314,18130292,12182118,2569424,9034282,126966600
